committee_id,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,sub_id,original_sub_id,committee_designated_coordinated_expenditure_indicator,committee_name,entity_type,entity_type_desc,designated_committee_id,designated_committee_name,subordinate_committee_id,payee_name,payee_last_name,payee_middle_name,payee_first_name,aggregate_general_election_expenditure,expenditure_type,expenditure_type_full,expenditure_purpose_full,expenditure_date,expenditure_amount,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,action_code,action_code_full,back_reference_transaction_id,back_reference_schedule_name,memo_code,memo_code_full,memo_text,unlimited_spending_flag,unlimited_spending_flag_full,catolog_code,catolog_code_full,schedule_type,schedule_type_full,load_date,election_cycle
C00012302,1978,Q3,78030893935,F3X,3032920021022514821,25,,,3062020110012902522,,,NORTH CAROLINA STATE DEMOCRATIC EXECUTIVE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-18 00:00:00,100.00,S8NC00072,"INGRAM, JOHN RANDOLPH",,JOHN RANDOLPH,,0,,S,SENATE,NC,NORTH CAROLINA,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.717,1978
C00010603,1978,10G,78030923336,F3X,3032920021022513986,25,,,3062020110012902636,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-03 00:00:00,5000.00,S8SC00027,"RAVENEL, CHARLES D.",,CHARLES D.,,0,,S,SENATE,SC,SOUTH CAROLINA,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.717,1978
C00010603,1978,10G,78030923345,F3X,3032920021022513986,25,,,3062020110012902637,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-19 00:00:00,356.00,H8TN05021,"BONER, BILL",,BILL,,0,,H,HOUSE,TN,TENNESSEE,05,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.719,1978
C00006486,1978,10G,78030933000,F3X,3032920021022512162,25,,,3062020110012898393,,,INDIANA REPUBLICAN STATE CENTRAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-16 00:00:00,104.00,H6IN02049,"OPPENHEIM, J. PHILIP",,J. PHILIP,,0,,H,HOUSE,IN,INDIANA,02,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.913,1978
C00010603,1978,Q3,78030873277,F3X,3032920021022513981,25,,,3062020110012898411,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-08-25 00:00:00,28.00,H8ID01025,"TRUBY, ROY",,ROY,,0,,H,HOUSE,ID,IDAHO,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.913,1978
C00001305,1978,10G,78030944405,F3X,3032920021022509124,25,,,3062020110012901330,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-23 00:00:00,45.00,S8VA00107,"WARNER, JOHN WILLIAM",,JOHN WILLIAM,,0,,S,SENATE,VA,VIRGINIA ,00,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.926,1978
C00010603,1978,Q3,78030873276,F3X,3032920021022513981,25,,,3062020110012902616,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-21 00:00:00,73.00,H8MA06034,"MAVROULES, NICHOLAS",,NICHOLAS,,0,,H,HOUSE,MA,MASSACHUSETTS,06,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.93,1978
C00010603,1978,YE,79031185609,F3X,3032920021022513985,25,,,3062020110012902628,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-06 00:00:00,28.00,H8WI09076,"FLYNN, MATTHEW J.",,MATTHEW J.,,0,,H,HOUSE,WI,WISCONSIN,09,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.93,1978
C00020818,1978,30G,78030984870,F3X,3032920021022516572,25,,,3062020110012916718,,,REPUBLICAN CAMPAIGN COMMITTEE OF NEW MEXICO,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-26 00:00:00,273.00,H6NM01020,"LUJAN, MANUEL JR.",,MANUEL JR.,,0,,H,HOUSE,NM,NEW MEXICO,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.721,1978
C00003418,1978,YE,79031262120,F3X,3032920021022510673,25,,,3062020110012916725,,,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1979-04-23 00:00:00,666.00,S8WY00023,"SIMPSON, ALAN KOOI",,ALAN KOOI,,0,,S,SENATE,WY,WYOMING,00,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.937,1978
C00027466,1978,10G,78020152787,F3X,3032920021022518336,25,,,3062020110012916732,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-17 00:00:00,90000.00,S2TX00023,"TOWER, JOHN GOODWIN",,JOHN GOODWIN,,0,,S,SENATE,TX,TEXAS,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.937,1978
C00075820,1978,M10,78011511290,F3X,3032920021022527574,25,,,3062020110012919619,,,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-14 00:00:00,8450.00,H8NY23035,"MARTINELLI, ANGELO R.",,ANGELO R.,,0,,H,HOUSE,NY,NEW YORK,23,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.946,1978
C00031088,1978,30G,78030984840,F3X,3032920021022519144,25,,,3062020110012921221,,,WASHINGTON STATE REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-16 00:00:00,8000.00,H6WA05056,"ALTON, ELVIN DUANE",,ELVIN DUANE,,0,,H,HOUSE,WA,WASHINGTON,05,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.732,1978
C00001305,1978,YE,79031194465,F3X,3032920021022509126,25,,,3062020110012920474,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-01-31 00:00:00,1000.00,S8VA00107,"WARNER, JOHN WILLIAM",,JOHN WILLIAM,,0,,S,SENATE,VA,VIRGINIA ,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.949,1978
C00027466,1978,YE,79020013024,F3X,3032920021022518326,25,,,3062020110012920484,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-12-21 00:00:00,67.00,S8MS00055,"COCHRAN, WILLIAM THAD",,WILLIAM THAD,,0,,S,SENATE,MS,MISSISSIPPI,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.949,1978
C00027466,1978,10G,78020152787,F3X,3032920021022518336,25,,,3062020110012920676,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-19 00:00:00,40000.00,S8NJ00012,"BELL, JEFFREY",,JEFFREY,,0,,S,SENATE,NJ,NEW JERSEY,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.949,1978
C00010603,1978,10G,78030923341,F3X,3032920021022513986,25,,,3062020110012921227,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-02 00:00:00,15.00,H8MT01018,"WILLIAMS, PAT",,PAT,,0,,H,HOUSE,MT,MONTANA,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.951,1978
C00075820,1978,30G,78011571660,F3X,3032920021022527580,25,,,3062020110012921369,,,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-18 00:00:00,100.00,H6VA10050,"WOLF, FRANK R.",,FRANK R.,,0,,H,HOUSE,VA,VIRGINIA ,10,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.733,1978
C00020602,1978,Q3,79031252664,F3X,3032920021022516553,25,,,3062020110012923379,,,REPUBLICAN STATE CENTRAL COMMITTEE CALIFORNIA-FEDERAL ELECTION ACCT(RSCC CONG TARGET CMTE),,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-29 00:00:00,881.00,H8CA14086,"SHUMWAY, NORMAN DAVID",,NORMAN DAVID,,0,,H,HOUSE,CA,CALIFORNIA ,14,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.957,1978
C00014498,1978,Q3,78030883587,F3X,3032920021022515505,25,,,3062020110012925698,,,REPUBLICAN STATE CENTRAL COMMITTEE OF IOWA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-15 00:00:00,110.00,H6IA04050,"MINOR, CHARLES E.",,CHARLES E.,,0,,H,HOUSE,IA,IOWA,04,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.741,1978
C00012302,1978,Q3,78030893933,F3X,3032920021022514821,25,,,3062020110012927821,,,NORTH CAROLINA STATE DEMOCRATIC EXECUTIVE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-08-11 00:00:00,200.00,S8NC00072,"INGRAM, JOHN RANDOLPH",,JOHN RANDOLPH,,0,,S,SENATE,NC,NORTH CAROLINA,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.746,1978
C00012302,1978,Q3,78030893928,F3X,3032920021022514821,25,,,3062020110012927823,,,NORTH CAROLINA STATE DEMOCRATIC EXECUTIVE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-21 00:00:00,370.00,S8NC00072,"INGRAM, JOHN RANDOLPH",,JOHN RANDOLPH,,0,,S,SENATE,NC,NORTH CAROLINA,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.746,1978
C00004606,1978,30P,78030871578,F3X,3032920021022511398,25,,,3062020110012927827,,,KANSAS REPUBLICAN STATE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,,1250.00,H8KS02017,"JEFFRIES, JAMES",,JAMES,,0,,H,HOUSE,KS,KANSAS,02,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.746,1978
C00012302,1978,Q3,78030893930,F3X,3032920021022514821,25,,,3062020110012927822,,,NORTH CAROLINA STATE DEMOCRATIC EXECUTIVE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-18 00:00:00,2000.00,S8NC00072,"INGRAM, JOHN RANDOLPH",,JOHN RANDOLPH,,0,,S,SENATE,NC,NORTH CAROLINA,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.969,1978
C00027466,1978,30G,78020172694,F3X,3032920021022518334,25,,,3062020110012928301,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-09 00:00:00,3500.00,S6IL00037,"PERCY, CHARLES",,CHARLES,,0,,S,SENATE,IL,ILLINOIS,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.973,1978
C00001305,1978,30G,78030984133,F3X,3032920021022509118,25,,,3062020110012930420,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-31 00:00:00,4.00,H6VA01018,"TRIBLE, PAUL SEWARD JR.",,PAUL SEWARD JR.,,0,,H,HOUSE,VA,VIRGINIA ,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.981,1978
C00001305,1978,30G,78030984134,F3X,3032920021022509118,25,,,3062020110012930426,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-31 00:00:00,1.00,H6VA02040,"WHITEHURST, G. WILLIAM",,G. WILLIAM,,0,,H,HOUSE,VA,VIRGINIA ,02,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.981,1978
C00075820,1978,10G,78011523045,F3X,3032920021022527575,25,,,3062020110012930594,,,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-17 00:00:00,6000.00,H8WI09050,"SENSENBRENNER, F. JAMES  JR.",,F. JAMES  JR.,,0,,H,HOUSE,WI,WISCONSIN,09,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.982,1978
C00027466,1978,M9,78020120615,F3X,3032920021022518338,25,,,3062020110012930623,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-08-28 00:00:00,2140.00,S6IL00037,"PERCY, CHARLES",,CHARLES,,0,,S,SENATE,IL,ILLINOIS,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.982,1978
C00001305,1978,30G,78030984131,F3X,3032920021022509118,25,,,3062020110012930955,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-13 00:00:00,2710.00,S8VA00107,"WARNER, JOHN WILLIAM",,JOHN WILLIAM,,0,,S,SENATE,VA,VIRGINIA ,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.984,1978
C00031054,1978,30G,78030982613,F3X,3032920021022519092,25,,,3062020110012930981,,,DEMOCRATIC CAMPAIGN COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-06 00:00:00,25.00,S8MI00158,"LEVIN, CARL",,CARL,,0,,S,SENATE,MI,MICHIGAN,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:09.752,1978
C00099259,1978,10G,78030920855,F3X,3032920021022590132,25,,,3062020110012931885,,,REPUBLICAN PARTY OF FLORIDA-FEDERAL CAMPAIGN COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-10 00:00:00,829.00,H8FL01016,"BRIGGS, WARREN MARSHALL",,WARREN MARSHALL,,0,,H,HOUSE,FL,FLORIDA,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.988,1978
C00010603,1977,10S,77030573352,F3X,3032920021022513969,25,,,3062020110012932330,,,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1977-08-12 00:00:00,198.00,H6LA01167,"FAUCHEUX, RON",,RON,,0,,H,HOUSE,LA,LOUISIANA,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:12.991,1978
C00001305,1978,YE,79031194466,F3X,3032920021022509126,25,,,3062020110012935682,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-01-31 00:00:00,44.00,S8VA00107,"WARNER, JOHN WILLIAM",,JOHN WILLIAM,,0,,S,SENATE,VA,VIRGINIA ,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.01,1978
C00027466,1978,10G,78020152783,F3X,3032920021022518336,25,,,3062020110012935948,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-11 00:00:00,5164.00,S8MI00133,"GRIFFIN, ROBERT P.",,ROBERT P.,,0,,S,SENATE,MI,MICHIGAN,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.011,1978
C00001305,1978,10G,78030944397,F3X,3032920021022509124,25,,,3062020110012936448,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-13 00:00:00,25.00,H6VA09029,"WAMPLER, WILLIAM C.",,WILLIAM C.,,0,,H,HOUSE,VA,VIRGINIA ,09,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.012,1978
C00027466,1978,M8,79031215321,F3X,3032920021022518333,25,,,3062020110012936457,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,,400.00,S8SD00024,"PRESSLER, LARRY",,LARRY,,0,,S,SENATE,SD,SOUTH DAKOTA,00,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.014,1978
C00011197,1978,Q3,78030883871,F3X,3032920021022514247,25,,,3062020110012925005,,,KENTUCKY STATE DEMOCRATIC CENTRAL EXECUTIVE COMMITTEE,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-08-14 00:00:00,60.00,S8KY00019,"HUDDLESTON, WALTER D.",,WALTER D.,,0,,S,SENATE,KY,KENTUCKY,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:28.641,1978
C00003418,1978,30G,78030973630,F3X,3032920021022510675,25,,,3062020110012925542,,,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-11-01 00:00:00,871.00,H8NE02022,"DAUB, HAROLD J.",,HAROLD J.,,0,,H,HOUSE,NE,NEBRASKA,02,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:28.644,1978
C00003418,1978,10G,78030924234,F3X,3032920021022510674,25,,,3062020110012925549,,,REPUBLICAN NATIONAL COMMITTEE - EXPENDITURES (AKA REPUBLICAN NATIONAL COMMITTEE),,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-10 00:00:00,1450.00,H8WV02024,"BENEDICT, CLEVELAND KEITH",,CLEVELAND KEITH,,0,,H,HOUSE,WV,WEST VIRGINIA,02,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:37:28.644,1978
C00014498,1978,Q3,78030883579,F3X,3032920021022515505,25,,,3062020110012891677,,,REPUBLICAN STATE CENTRAL COMMITTEE OF IOWA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-08-31 00:00:00,943.00,H6IA01015,"LEACH, JAMES A. S.",,JAMES A. S.,,0,,H,HOUSE,IA,IOWA,01,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.089,1978
C00020602,1978,Q3,79031252662,F3X,3032920021022516553,25,,,3062020110012893913,,,REPUBLICAN STATE CENTRAL COMMITTEE CALIFORNIA-FEDERAL ELECTION ACCT(RSCC CONG TARGET CMTE),,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-30 00:00:00,500.00,H8CA15026,"PATTERAKIS, CHRIS GREGORY",,CHRIS GREGORY,,0,,H,HOUSE,CA,CALIFORNIA ,15,,,,,,,,A,ADD,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:13.092,1978
C00027466,1978,10G,78020152773,F3X,3032920021022518336,25,,,3062020110012897833,,,NATIONAL REPUBLICAN SENATORIAL COMMITTEE - EXPENDITURES *,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-10-05 00:00:00,250.00,S8NJ00012,"BELL, JEFFREY",,JEFFREY,,0,,S,SENATE,NJ,NEW JERSEY,00,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:14.196,1978
C00001305,1978,Q3,78030884857,F3X,3032920021022509122,25,,,3062020110012898592,,,REPUBLICAN PARTY OF VIRGINIA,,,,,,,,,,,24C,COORDINATED EXPENDITURE,COORDINATED EXPENDITURE,1978-09-13 00:00:00,425.00,H6VA04038,"DANIEL, ROBERT W. JR.",,ROBERT W. JR.,,0,,H,HOUSE,VA,VIRGINIA ,04,,,,,,,,N,NO CHANGE,,,,,,,,,,SF,ITEMIZED COORD EXPEND MADE BY POL PTY COMM OR DESG AGENT ON BEHALF OF CAND FOR FED OFFICE,2020-01-10 03:38:14.197,1978
